"","gameId","playId","playDescription","defendersInTheBox","numberOfPassRushers","personnel.defense","play_type","qbr"
"2549",2017091707,2835,"(14:22) J.Rodgers right tackle to CHI 4 for 6 yards (J.Anderson).",5,NA,"2 DL, 4 LB, 5 DB","run",0
"2550",2017091707,2888,"(13:13) (Shotgun) J.Winston pass short middle to A.Humphries to CHI 5 for 9 yards (M.Cooper).",4,4,"2 DL, 4 LB, 5 DB","pass",0
"2551",2017091707,2912,"(12:33) (Shotgun) J.Winston pass incomplete short middle to C.Godwin.",6,6,"3 DL, 3 LB, 5 DB","pass",0
"2552",2017091707,2987,"(12:19) (Shotgun) M.Glennon pass short right to D.Thompson to CHI 20 for 10 yards (B.Grimes).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2553",2017091707,3011,"(11:53) (Shotgun) M.Glennon pass short right to Z.Miller to CHI 25 for 5 yards (L.David).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2554",2017091707,3035,"(11:31) (Shotgun) M.Glennon pass short right to T.Gentry to CHI 37 for 12 yards (B.Grimes).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2555",2017091707,3059,"(11:04) (Shotgun) M.Glennon pass short left to J.Bellamy to CHI 45 for 8 yards (V.Hargreaves III).",6,6,"4 DL, 2 LB, 5 DB","pass",0
"2556",2017091707,3083,"(10:32) (Shotgun) M.Glennon pass incomplete short middle to J.Bellamy.",6,7,"4 DL, 2 LB, 5 DB","pass",0
"2557",2017091707,3112,"(10:28) (Shotgun) M.Glennon pass short left to T.Cohen pushed ob at TB 45 for 10 yards (C.Conte).",6,5,"4 DL, 2 LB, 5 DB","pass",0
"2558",2017091707,3141,"(10:09) (Shotgun) M.Glennon pass deep middle to J.Bellamy to TB 28 for 17 yards (C.Conte). PENALTY on TB-C.Conte, Unnecessary Roughness, 14 yards, enforced at TB 28.",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2559",2017091707,3176,"(9:48) (Shotgun) M.Glennon pass incomplete short middle to T.Cohen (K.Beckwith).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2560",2017091707,3205,"(9:41) (Shotgun) M.Glennon pass incomplete short middle to K.Wright.",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2561",2017091707,3227,"(9:36) (Shotgun) M.Glennon pass incomplete short middle to K.Wright.",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2562",2017091707,3249,"(9:32) (Shotgun) M.Glennon pass incomplete short middle to Z.Miller [G.McCoy].",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2563",2017091707,3271,"(9:27) J.Rodgers up the middle to TB 15 for 1 yard (Q.Demps).",8,NA,"3 DL, 4 LB, 4 DB","run",0
"2564",2017091707,3292,"(8:44) J.Winston pass incomplete short right to O.Howard.",8,5,"3 DL, 4 LB, 4 DB","pass",0
"2565",2017091707,3314,"(8:39) (Shotgun) J.Winston sacked at TB 10 for -5 yards (E.Goldman).",6,4,"2 DL, 4 LB, 5 DB","pass",0
"2566",2017091707,3358,"(7:44) (Shotgun) M.Glennon pass deep right to D.Thompson to TB 34 for 20 yards (C.Conte).",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2567",2017091707,3382,"(7:15) (Shotgun) M.Glennon pass short right to Z.Miller to TB 29 for 5 yards (L.David).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2568",2017091707,3406,"(6:53) (Shotgun) M.Glennon pass short middle to T.Gentry to TB 14 for 15 yards (B.Grimes, C.Conte) [R.Ayers Jr.].",6,6,"4 DL, 2 LB, 5 DB","pass",0
"2569",2017091707,3430,"(6:35) (Shotgun) M.Glennon pass incomplete short right to K.Wright.",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2570",2017091707,3452,"(6:30) (Shotgun) M.Glennon pass incomplete short right to T.Gentry [C.Baker].",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2571",2017091707,3474,"(6:25) (Shotgun) M.Glennon pass short right to T.Cohen to TB 7 for 7 yards (C.Conte).",5,3,"4 DL, 2 LB, 5 DB","pass",0
"2572",2017091707,3498,"(5:42) (Shotgun) M.Glennon pass incomplete short right to Z.Miller (C.Conte).",6,7,"4 DL, 2 LB, 5 DB","pass",0
"2573",2017091707,3520,"(5:37) P.Barber up the middle to TB 10 for 3 yards (R.Robertson-Harris).",8,NA,"3 DL, 4 LB, 4 DB","run",0
"2574",2017091707,3541,"(4:50) P.Barber up the middle to TB 12 for 2 yards (M.Unrein, R.Robertson-Harris).",8,NA,"3 DL, 4 LB, 4 DB","run",0
"2575",2017091707,3562,"(4:03) (Shotgun) R.Fitzpatrick pass incomplete short left to M.Evans.",7,5,"3 DL, 3 LB, 5 DB","pass",0
"2576",2017091707,3603,"(3:50) (Shotgun) M.Glennon pass short left to Z.Miller to CHI 49 for 11 yards (T.Ward) [R.Ayers Jr.].",6,3,"4 DL, 2 LB, 5 DB","pass",0
"2577",2017091707,3627,"(3:25) (Shotgun) M.Glennon pass deep right to K.Wright to TB 33 for 18 yards (R.Smith).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2578",2017091707,3651,"(2:53) (No Huddle, Shotgun) M.Glennon pass short right to Z.Miller to TB 29 for 4 yards (A.Glanton).",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2579",2017091707,3675,"(2:24) (No Huddle, Shotgun) M.Glennon pass short right to Z.Miller to TB 24 for 5 yards (R.Smith).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2580",2017091707,3746,"(2:00) (Shotgun) M.Glennon pass incomplete deep left to D.Thompson (T.Ward).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2581",2017091707,3768,"(1:53) (Shotgun) M.Glennon pass short right to K.Wright pushed ob at TB 14 for 5 yards (R.Smith).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2582",2017091707,3797,"(1:49) (Shotgun) M.Glennon pass short left to D.Thompson for 14 yards, TOUCHDOWN.",6,6,"4 DL, 2 LB, 5 DB","pass",0
"2583",2017091707,3848,"(1:43) P.Barber left tackle to TB 33 for 8 yards (K.Fuller).",7,NA,"3 DL, 4 LB, 4 DB","run",0
"2584",2017091708,64,"(15:00) M.Gordon up the middle to LAC 25 for no gain (C.Allen, K.Alonso).",7,NA,"4 DL, 3 LB, 4 DB","run",0
"2585",2017091708,85,"(14:26) M.Gordon up the middle to LAC 31 for 6 yards (N.Allen, N.Suh).",8,NA,"4 DL, 3 LB, 4 DB","run",0
"2586",2017091708,106,"(13:42) (Shotgun) P.Rivers pass incomplete short right to T.Benjamin.",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2587",2017091708,160,"(13:25) (Shotgun) J.Ajayi up the middle to MIA 24 for 6 yards (M.Ingram).",5,NA,"4 DL, 2 LB, 5 DB","run",0
"2588",2017091708,204,"(12:28) (Shotgun) J.Cutler pass short left to J.Landry to MIA 28 for 9 yards (J.Addae, H.Pullard).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2589",2017091708,228,"(11:54) J.Cutler pass short left to J.Thomas to MIA 38 for 10 yards (D.King, J.Brown).",7,1,"4 DL, 2 LB, 5 DB","pass",0
"2590",2017091708,252,"(11:24) J.Ajayi left end to MIA 38 for no gain (D.Philon).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2591",2017091708,273,"(10:45) J.Ajayi right tackle to LAC 42 for 20 yards (T.Boston).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2592",2017091708,294,"(10:18) (Shotgun) J.Cutler pass incomplete deep right to K.Stills.",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2593",2017091708,316,"(10:13) (Shotgun) J.Cutler pass short left to D.Parker to LAC 31 for 11 yards (T.Boston, J.Brown). Penalty on LAC-M.Ingram, Defensive Offside, declined.",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2594",2017091708,351,"(9:47) J.Landry up the middle to LAC 38 for -7 yards (D.King).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2595",2017091708,372,"(9:08) (Shotgun) J.Ajayi up the middle to LAC 32 for 6 yards (J.Bosa). PENALTY on LAC-J.Bosa, Horse Collar Tackle, 15 yards, enforced at LAC 32.",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2596",2017091708,404,"(8:41) J.Landry pass incomplete short left to K.Stills [J.Brown].",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2597",2017091708,426,"(8:35) J.Ajayi left end to LAC 13 for 4 yards (H.Pullard).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2598",2017091708,447,"(7:51) (Shotgun) J.Cutler pass short right to J.Landry to LAC 12 for 1 yard (C.Hayward).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2599",2017091708,505,"(7:07) (Shotgun) P.Rivers pass short middle to S.McGrath to LAC 35 for 10 yards (M.Hull, K.Alonso).",7,4,"4 DL, 3 LB, 4 DB","pass",0
"2600",2017091708,529,"(6:36) M.Gordon up the middle to LAC 31 for -4 yards (N.Suh, W.Hayes).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2601",2017091708,550,"(5:56) (Shotgun) P.Rivers pass short middle to M.Gordon to LAC 39 for 8 yards (C.Allen, M.Hull).",7,4,"4 DL, 3 LB, 4 DB","pass",0
"2602",2017091708,597,"(4:44) (Shotgun) P.Rivers pass short left to H.Henry to LAC 44 for 10 yards (M.Hull).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2603",2017091708,669,"(3:33) J.Ajayi left end to MIA 20 for 8 yards (T.Boston, J.Brown).",7,NA,"4 DL, 3 LB, 4 DB","run",0
"2604",2017091708,690,"(2:49) J.Ajayi up the middle to MIA 18 for -2 yards (D.Philon, K.Emanuel).",8,NA,"4 DL, 3 LB, 4 DB","run",0
"2605",2017091708,711,"(2:05) (Shotgun) J.Cutler pass short left to J.Landry to MIA 16 for -2 yards (Tr.Williams).",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2606",2017091708,760,"(1:17) P.Rivers pass short right to K.Allen to MIA 44 for 2 yards (M.Hull).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2607",2017091708,784,"(:31) (Shotgun) P.Rivers pass short right to H.Henry to MIA 29 for 15 yards (N.Allen).",8,7,"4 DL, 3 LB, 4 DB","pass",0
"2608",2017091708,825,"(15:00) M.Gordon up the middle to MIA 31 for -2 yards (M.Hull, A.Branch).",7,NA,"4 DL, 3 LB, 4 DB","run",0
"2609",2017091708,846,"(14:26) (Shotgun) P.Rivers pass short left to M.Gordon ran ob at MIA 23 for 8 yards (M.Hull).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2610",2017091708,870,"(13:52) (Shotgun) P.Rivers pass incomplete short left to K.Allen.",7,4,"4 DL, 2 LB, 5 DB","pass",0
"2611",2017091708,933,"(13:35) J.Ajayi right tackle to MIA 19 for 2 yards (J.Bosa).",8,NA,"4 DL, 3 LB, 4 DB","run",0
"2612",2017091708,954,"(12:59) J.Cutler pass short left to J.Landry to MIA 24 for 5 yards (J.Addae).",7,4,"4 DL, 3 LB, 4 DB","pass",0
"2613",2017091708,978,"(12:16) (Shotgun) J.Cutler pass short right to J.Landry to MIA 29 for 5 yards (J.Brown).",7,4,"4 DL, 2 LB, 5 DB","pass",0
"2614",2017091708,1002,"(11:43) (Shotgun) J.Cutler pass short right to K.Stills to MIA 37 for 8 yards (D.King, H.Pullard).",4,4,"4 DL, 2 LB, 5 DB","pass",0
"2615",2017091708,1026,"(11:16) (Shotgun) J.Ajayi up the middle to MIA 47 for 10 yards (H.Pullard, T.Boston).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2616",2017091708,1047,"(10:52) J.Ajayi left end pushed ob at MIA 46 for -1 yards (T.Palepoi).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2617",2017091708,1068,"(10:23) (Shotgun) K.Drake up the middle to MIA 43 for -3 yards (J.Bosa).",5,NA,"4 DL, 2 LB, 5 DB","run",0
"2618",2017091708,1089,"(9:40) (Shotgun) J.Cutler pass short middle to J.Landry to LAC 49 for 8 yards (A.Phillips).",4,4,"4 DL, 1 LB, 6 DB","pass",0
"2619",2017091708,1131,"(8:58) (Shotgun) P.Rivers pass short middle to H.Henry to LAC 45 for 15 yards (N.Allen).",8,5,"4 DL, 3 LB, 4 DB","pass",0
"2620",2017091708,1155,"(8:27) B.Oliver left end pushed ob at LAC 47 for 2 yards (C.Allen).",8,NA,"4 DL, 3 LB, 4 DB","run",0
"2621",2017091708,1176,"(8:03) (Shotgun) B.Oliver left tackle to MIA 27 for 26 yards (R.Jones).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2622",2017091708,1197,"(7:29) M.Gordon up the middle to MIA 28 for -1 yards (N.Suh, D.Godchaux).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2623",2017091708,1218,"(6:49) (Shotgun) P.Rivers pass deep middle to K.Allen to MIA 4 for 24 yards (R.Jones, N.Allen).",6,6,"4 DL, 2 LB, 5 DB","pass",0
"2624",2017091708,1275,"(5:58) D.Watt up the middle to MIA 1 for no gain (V.Taylor, N.Suh).",11,NA,"6 DL, 3 LB, 2 DB","run",0
"2625",2017091708,1328,"(5:05) M.Gordon left guard for 1 yard, TOUCHDOWN.",10,NA,"6 DL, 3 LB, 2 DB","run",0
"2626",2017091708,1383,"(4:54) (Shotgun) J.Ajayi up the middle to MIA 37 for 3 yards (H.Pullard, J.Brown).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2627",2017091708,1404,"(4:22) (Shotgun) J.Cutler left end to MIA 37 for no gain (M.Ingram).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2628",2017091708,1425,"(3:39) (Shotgun) J.Cutler pass short right to J.Thomas ran ob at MIA 42 for 5 yards.",4,4,"4 DL, 2 LB, 5 DB","pass",0
"2629",2017091708,1475,"(3:01) (Shotgun) P.Rivers pass short left to A.Gates to LAC 24 for 4 yards (X.Howard).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2630",2017091708,1499,"(2:27) (Shotgun) P.Rivers pass short left to Ty.Williams to LAC 47 for 23 yards (B.Maxwell, N.Allen).",6,5,"4 DL, 2 LB, 5 DB","pass",0
"2631",2017091708,1523,"(2:01) (Shotgun) P.Rivers pass short left to Ty.Williams to MIA 38 for 15 yards (X.Howard). Penalty on MIA-D.Godchaux, Defensive Offside, declined.",6,3,"4 DL, 2 LB, 5 DB","pass",0
"2632",2017091708,1575,"(1:55) (Shotgun) M.Gordon up the middle to MIA 35 for 3 yards (C.Wake, J.Phillips).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2633",2017091708,1596,"(1:27) (Shotgun) P.Rivers pass incomplete short left to A.Gates [M.Hull].",6,5,"4 DL, 2 LB, 5 DB","pass",0
"2634",2017091708,1618,"(1:22) (Shotgun) P.Rivers pass short right to K.Allen to MIA 26 for 9 yards (C.Wake).",6,5,"4 DL, 2 LB, 5 DB","pass",0
"2635",2017091708,1642,"(:55) (Shotgun) P.Rivers pass short left to K.Allen to MIA 21 for 5 yards (X.Howard).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2636",2017091708,1683,"(:48) (Shotgun) P.Rivers pass short right to M.Gordon pushed ob at MIA 17 for 4 yards (B.McCain).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2637",2017091708,1712,"(:43) P.Rivers sacked at MIA 25 for -8 yards (W.Hayes).",8,5,"4 DL, 3 LB, 4 DB","pass",0
"2638",2017091708,1768,"(:30) (Shotgun) J.Cutler pass incomplete short left to J.Landry.",4,4,"4 DL, 2 LB, 5 DB","pass",0
"2639",2017091708,1790,"(:26) (Shotgun) J.Cutler pass short left to J.Thomas to MIA 44 for 11 yards (N.Harris, Tr.Williams).",4,4,"4 DL, 2 LB, 5 DB","pass",0
"2640",2017091708,1831,"(:20) (Shotgun) J.Cutler pass short middle to J.Landry to 50 for 6 yards (J.Brown).",4,4,"4 DL, 2 LB, 5 DB","pass",0
"2641",2017091708,1872,"(:15) (Shotgun) J.Cutler pass incomplete deep left to D.Parker (J.Addae).",4,4,"4 DL, 2 LB, 5 DB","pass",0
"2642",2017091708,1911,"(:09) (Shotgun) J.Cutler pass short left to J.Landry pushed ob at MIA 48 for -2 yards (J.Addae, J.Brown).",3,3,"3 DL, 2 LB, 6 DB","pass",0
"2643",2017091708,1935,"(:02) (Shotgun) J.Cutler pass incomplete deep right to K.Stills.",5,2,"3 DL, 2 LB, 5 DB, 1 WR","pass",0
"2644",2017091708,1989,"(15:00) J.Cutler pass short right to J.Landry to MIA 36 for 11 yards (C.Hayward).",8,3,"4 DL, 3 LB, 4 DB","pass",0
"2645",2017091708,2013,"(14:24) J.Ajayi left tackle to MIA 43 for 7 yards (M.Ingram). PENALTY on LAC-T.Boston, Unnecessary Roughness, 15 yards, enforced at MIA 43.",7,NA,"4 DL, 3 LB, 4 DB","run",0
"2646",2017091708,2045,"(13:59) J.Cutler pass incomplete deep right to D.Parker (K.Emanuel). Miami challenged the incomplete pass ruling, and the play was Upheld. The ruling on the field was confirmed. (Timeout #1.)",7,4,"4 DL, 3 LB, 4 DB","pass",0
"2647",2017091708,2111,"(13:51) J.Ajayi up the middle to LAC 34 for 8 yards (T.Boston).",8,NA,"4 DL, 3 LB, 4 DB","run",0
"2648",2017091708,2132,"(13:10) (Shotgun) J.Ajayi up the middle to LAC 29 for 5 yards (J.Bosa, N.Harris).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2649",2017091708,2153,"(12:47) (Shotgun) J.Ajayi up the middle to LAC 29 for no gain (C.Liuget).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2650",2017091708,2174,"(12:15) (Shotgun) J.Cutler pass deep right to K.Stills for 29 yards, TOUCHDOWN.",6,3,"4 DL, 2 LB, 5 DB","pass",0
"2651",2017091708,2232,"(12:01) (Shotgun) P.Rivers pass short right to M.Gordon to LAC 38 for 15 yards (R.Jones, J.Phillips).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2652",2017091708,2256,"(11:14) (Shotgun) P.Rivers pass short left to Ty.Williams to 50 for 12 yards (X.Howard, R.Jones).",7,5,"4 DL, 2 LB, 5 DB","pass",0
"2653",2017091708,2280,"(10:36) (Shotgun) M.Gordon right guard to MIA 39 for 11 yards (M.Hull, K.Alonso).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2654",2017091708,2301,"(9:53) (Shotgun) P.Rivers pass short left to K.Allen pushed ob at MIA 18 for 21 yards (B.Maxwell).",6,6,"4 DL, 2 LB, 5 DB","pass",0
"2655",2017091708,2325,"(9:15) (Shotgun) P.Rivers pass incomplete short left to M.Gordon [D.Godchaux].",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2656",2017091708,2347,"(9:10) (Shotgun) P.Rivers pass short left to H.Henry to MIA 7 for 11 yards (K.Alonso, X.Howard).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2657",2017091708,2371,"(8:28) (Shotgun) P.Rivers pass incomplete short middle to A.Gates.",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2658",2017091708,2393,"(8:24) (Shotgun) P.Rivers pass short middle to A.Gates for 7 yards, TOUCHDOWN.",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2659",2017091708,2451,"(8:13) J.Ajayi right tackle to MIA 26 for 3 yards (D.Philon, H.Pullard).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2660",2017091708,2472,"(7:45) (Shotgun) J.Cutler pass short left to J.Landry ran ob at MIA 34 for 8 yards.",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2661",2017091708,2496,"(7:13) J.Ajayi right end to MIA 33 for -1 yards (J.Addae).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2662",2017091708,2517,"(6:37) J.Cutler pass short left to J.Landry to LAC 49 for 18 yards (J.Addae, T.Boston).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2663",2017091708,2541,"(5:52) J.Cutler pass incomplete deep right to D.Parker.",8,4,"4 DL, 3 LB, 4 DB","pass",0
"2664",2017091708,2563,"(5:46) (Shotgun) J.Ajayi right end pushed ob at LAC 40 for 9 yards (H.Pullard).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2665",2017091708,2589,"(5:24) (Shotgun) J.Ajayi up the middle to LAC 37 for 3 yards (J.Addae).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2666",2017091708,2610,"(4:38) (Shotgun) J.Cutler pass deep right to D.Parker pushed ob at LAC 6 for 31 yards (T.Boston).",6,6,"4 DL, 1 LB, 6 DB","pass",0
"2667",2017091708,2634,"(4:11) (Shotgun) J.Cutler pass incomplete short middle to J.Landry.",6,3,"4 DL, 2 LB, 5 DB","pass",0
"2668",2017091708,2656,"(4:07) (Shotgun) J.Ajayi up the middle to LAC 5 for 1 yard (J.Brown, C.Hayward).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2669",2017091708,2677,"(3:28) (Shotgun) J.Cutler sacked at LAC 10 for -5 yards (M.Ingram).",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2670",2017091708,2737,"(2:36) (Shotgun) P.Rivers pass short left to K.Allen to LAC 34 for 13 yards (X.Howard).",7,5,"4 DL, 2 LB, 5 DB","pass",0
"2671",2017091708,2761,"(2:03) P.Rivers pass short left to T.Benjamin to LAC 45 for 11 yards (A.Branch).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2672",2017091708,2785,"(1:15) (Shotgun) P.Rivers pass incomplete deep left to D.Inman. LAC-J.Barksdale was injured during the play.",6,5,"4 DL, 2 LB, 5 DB","pass",0
"2673",2017091708,2810,"(1:09) (Shotgun) P.Rivers pass short right to M.Gordon to MIA 39 for 16 yards (M.Hull).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2674",2017091708,2834,"(:26) (Shotgun) B.Oliver up the middle to MIA 36 for 3 yards (C.Harris, J.Phillips).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2675",2017091708,2872,"(15:00) (Shotgun) P.Rivers pass short left to M.Gordon to MIA 32 for 4 yards (D.Godchaux, M.Hull).",6,5,"4 DL, 2 LB, 5 DB","pass",0
"2676",2017091708,2931,"(13:52) (Shotgun) P.Rivers pass incomplete deep right to T.Benjamin [C.Harris].",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2677",2017091708,2974,"(13:33) (Shotgun) J.Ajayi up the middle to MIA 26 for 7 yards (T.Palepoi).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2678",2017091708,2995,"(13:01) J.Ajayi right end to MIA 31 for 5 yards (T.Palepoi, C.McCain).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2679",2017091708,3016,"(12:29) (Shotgun) J.Cutler pass short middle to D.Parker to MIA 43 for 12 yards (Tr.Williams, T.Boston).",7,4,"4 DL, 2 LB, 5 DB","pass",0
"2680",2017091708,3040,"(11:52) (Shotgun) J.Cutler pass incomplete deep left to D.Parker (Tr.Williams) [M.Ingram].",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2681",2017091708,3062,"(11:46) (Shotgun) J.Ajayi up the middle to MIA 47 for 4 yards (J.Brown, C.Liuget).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2682",2017091708,3083,"(11:05) (Shotgun) J.Cutler pass deep middle to D.Parker to LAC 22 for 31 yards (Tr.Williams). Penalty on LAC-A.Phillips, Defensive Holding, declined.",6,4,"4 DL, 1 LB, 6 DB","pass",0
"2683",2017091708,3118,"(10:31) J.Cutler pass short left to J.Ajayi to LAC 19 for 3 yards (K.Emanuel, K.Toomer).",6,5,"4 DL, 3 LB, 4 DB","pass",0
"2684",2017091708,3142,"(9:55) J.Ajayi up the middle to LAC 21 for -2 yards (J.Brown, K.Emanuel).",7,NA,"4 DL, 3 LB, 4 DB","run",0
"2685",2017091708,3163,"(9:15) (Shotgun) J.Cutler pass short left to J.Landry to LAC 9 for 12 yards (N.Harris).",4,4,"4 DL, 2 LB, 5 DB","pass",0
"2686",2017091708,3187,"(8:33) (Shotgun) J.Cutler pass incomplete short left to D.Parker (Tr.Williams).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2687",2017091708,3209,"(8:28) (Shotgun) J.Ajayi up the middle to LAC 6 for 3 yards (J.Brown, J.Addae). PENALTY on MIA-J.Bushrod, Offensive Holding, 10 yards, enforced at LAC 6.",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2688",2017091708,3241,"(7:52) (Shotgun) J.Cutler pass short right to J.Landry to LAC 17 for -1 yards (H.Pullard, D.King).",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2689",2017091708,3265,"(7:14) (Shotgun) J.Cutler sacked at LAC 17 for 0 yards (C.McCain).",4,4,"4 DL, 2 LB, 5 DB","pass",0
"2690",2017091708,3336,"(6:21) (Shotgun) M.Gordon up the middle to LAC 5 for -1 yards (K.Alonso).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2691",2017091708,3357,"(5:52) (Shotgun) P.Rivers pass short right to H.Henry to LAC 14 for 9 yards (B.Maxwell, M.Hull).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2692",2017091708,3381,"(5:10) (Shotgun) P.Rivers pass short right to K.Allen to LAC 18 for 4 yards (R.Jones) [W.Hayes].",7,4,"4 DL, 2 LB, 5 DB","pass",0
"2693",2017091708,3405,"(4:31) (Shotgun) P.Rivers pass short left to H.Henry to LAC 21 for 3 yards (X.Howard).",6,5,"4 DL, 2 LB, 5 DB","pass",0
"2694",2017091708,3429,"(3:47) (Shotgun) P.Rivers pass incomplete deep right to D.Inman.",6,5,"4 DL, 2 LB, 5 DB","pass",0
"2695",2017091708,3451,"(3:41) (Shotgun) P.Rivers pass short right to Ty.Williams to LAC 25 for 4 yards (B.Maxwell).",6,6,"4 DL, 2 LB, 5 DB","pass",0
"2696",2017091708,3500,"(3:02) (Shotgun) J.Ajayi right tackle to LAC 41 for 10 yards (D.King, J.Brown).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2697",2017091708,3521,"(2:18) (Shotgun) J.Ajayi right tackle to LAC 39 for 2 yards (C.Hayward).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2698",2017091708,3559,"(2:00) (Shotgun) J.Ajayi right end to LAC 37 for 2 yards (J.Bosa, C.Hayward).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"2699",2017091708,3580,"(1:15) (Shotgun) J.Cutler pass short left to J.Ajayi to LAC 36 for 1 yard (T.Boston, Tr.Williams).",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2700",2017091708,3673,"(1:01) (Shotgun) P.Rivers pass short middle to K.Allen to LAC 33 for 13 yards (K.Alonso).",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2701",2017091708,3714,"(:55) (Shotgun) P.Rivers pass deep right to H.Henry ran ob at 50 for 17 yards.",6,4,"4 DL, 2 LB, 5 DB","pass",0
"2702",2017091708,3738,"(:50) (Shotgun) P.Rivers pass short middle to M.Gordon to MIA 40 for 10 yards (K.Alonso, B.McCain).",5,4,"4 DL, 2 LB, 5 DB","pass",0
"2703",2017091708,3795,"(:24) (Shotgun) P.Rivers pass short left to K.Allen to MIA 26 for 9 yards (R.Jones).",6,5,"4 DL, 2 LB, 5 DB","pass",0
"2704",2017091708,3836,"(:10) P.Rivers up the middle to MIA 26 for no gain.",7,NA,"4 DL, 2 LB, 5 DB","run",0
"2705",2017091700,53,"(15:00) (Shotgun) I.Crowell left end to CLV 28 for 3 yards (L.Webb).",7,NA,"2 DL, 4 LB, 5 DB","run",0
"2706",2017091700,74,"(14:20) (No Huddle, Shotgun) I.Crowell right guard to CLV 28 for no gain (B.Williams).",6,NA,"2 DL, 4 LB, 5 DB","run",0
"2707",2017091700,118,"(13:28) (Shotgun) D.Kizer pass incomplete short right to C.Coleman [T.Suggs].",5,4,"1 DL, 4 LB, 6 DB","pass",0
